molregno	canonical_smiles	Papp_in_cm_sec
426441	CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccn21	7e-7
496199	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCN5C)CC4)cc2)CC3)cc1	7e-7
564359	NS(=O)(=O)c1cccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)c1	7e-7
30180	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	7e-7
1153672	CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	7e-7
1161905	NCC(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1	7e-7
1280906	CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1	7e-7
1161905	NCC(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1	7e-7
1279	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	7e-7
1621982	O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21	7e-7
1758659	CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)c(F)c3)CC2)nc1C	7e-7
1781170	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C(C)(C)CN)cc2)CC3)cc1	7e-7
2046	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	7e-7
17224	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	7e-7
1924171	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1	7e-7
2077449	CC(C)(C)[C@@H](O)C(=O)N1CS(=O)(=O)C[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1	7e-7
2084956	CN(C)C(=O)c1cccc(-c2cnc(N)c(-c3nc4cccc(N5CCNCC5)c4[nH]3)n2)c1	7e-7
2107935	COc1cc(CN(CC(C)C)C(CC(=O)O)c2ccc(Cl)c(Cl)c2)ccc1OCCN1C(=O)CCC1=O	7e-7
2211199	CNCc1cccc(-c2cncc(CCc3cc(C)cc(N)n3)c2)c1	7e-7
2210062	COc1ccccc1[C@H](N)CNc1cc(C)nc2nc(N[C@H](CC#N)c3cccc(Cl)c3)nn12	7e-7
2289123	Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(C3(CO)CC3)c2)n1	7e-7
2287578	COCc1ccc(-c2ccc3nnc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1	7e-7
2327353	COc1cc(C(=O)NC(=N)Nc2ccc(C)c(NC(=O)c3ccc(CCc4ccccc4)cc3)c2)cc(OC)c1OC.Cl	7.009999999999999e-7
1439737	Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)NC(C)(C)C(=O)O)CC3)cc2)nc1C(N)=O	7.1e-7
1786857	CCN(CC)Cc1c(O)c(OC)c(O)c2c1C(=O)O[C@H]1[C@H]2O[C@H](CO)[C@@H](O)[C@@H]1O	7.2e-7
1830641	COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCc2ccccc2)C(C)C)ccc1OC	7.2e-7
1843003	CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O	7.2e-7
2113590	Cc1cc(CN(CC2CC2)[C@@H](CC(=O)O)c2ccc(Cl)cc2)ccc1OCCN1C(=O)CCC1=O	7.3e-7
2216074	Cc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1	7.3e-7
614845	Cc1cnc(NCCc2ccc(C(F)(F)F)cc2)c(=O)n1CC(=O)NCCONC(=N)N	7.4e-7
1057080	COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1	7.4e-7
1831889	O=C(O)CCCN1CC(C(=O)O)Oc2c(OCc3ccc(OCCCCc4ccccc4)cc3)cccc21	7.4e-7
402730	N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCNC(=O)[C@@H](CN)NC(=O)CCC(=O)OCCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(N)=O	7.5e-7
1161843	NCC(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1	7.5e-7
2001681	NC(=O)n1cc(NC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21	7.5e-7
1567211	CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)CCC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	7.599999999999999e-7
1057081	CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1	7.6e-7
1567999	NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1NCC[C@@H]1c1ccccc1	7.6e-7
2073480	O=c1[nH]cnc2c(-n3cc(CCO)cn3)nccc12	7.6e-7
2073481	CN(C)CCc1cnn(-c2nccc3c(=O)[nH]cnc23)c1	7.6e-7
2073486	CN(CCc1cnn(-c2nccc3c(=O)[nH]cnc23)c1)Cc1ccc(S(C)(=O)=O)cc1	7.6e-7
1070144	CCCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(N)=O	7.629999999999999e-7
490914	CC(C)CCn1nc(N(C)C(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	7.7e-7
479091	Oc1noc2cc(Cl)ccc12	7.7e-7
1522810	Cc1c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(=O)n(C)c(=O)n1C	7.7e-7
46995	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O	7.7e-7
2001739	NC(=O)n1cc(NC(=O)N2C[C@@H](O)C[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21	7.7e-7
346694	Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)CC(C)(C)C)CC3)cc2)c2ccccc2n1	7.900000000000001e-7
495682	COc1ccc(N2N=C(S(C)(=O)=O)C3CCN(c4ccc(C5(CN(C)C)CC5)cc4)C(=O)C32)cc1	8e-7
495813	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1.O=C(O)C(F)(F)F	8e-7
1422593	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Cl)c1	8e-7
1422596	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1	8e-7
1422598	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(Cl)c1	8e-7
1422600	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(Br)c1	8e-7
1615810	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3cccnc3)cccc21	8e-7
346176	Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCOCC3)cc2)c2ccccc2n1	8.000000000000001e-7
388883	O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccc(Br)cc2s1	8.000000000000001e-7
398705	Cc1ccc(N2CCN(C(=O)[C@@H]3CN(C4CCOCC4)C[C@H]3c3ccc(Cl)cc3)CC2)c([C@@H](N)C(C)C)c1	8.000000000000001e-7
428605	COc1cccc(CN2C(=O)C[C@]3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1	8.000000000000001e-7
426179	N#Cc1ccc(NCC(F)(F)c2cccc(Cl)c2)c(F)c1CC(=O)NCCONC(=N)N	8.000000000000001e-7
426500	CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C4CC4)ccc3N2)c(O)c2cccn21	8.000000000000001e-7
488891	Cc1ccccc1/C=C/C(=O)NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1	8.000000000000001e-7
488875	CC(C)Oc1ccc(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1	8.000000000000001e-7
480210	O=C(Nc1ccc2ncn(Cc3ccc(F)c(Cl)c3)c(=O)c2c1)OCc1ccccc1	8.000000000000001e-7
615737	O=C(O)CCNCc1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1	8.000000000000001e-7
689602	CN1CCN(Cc2ccc(C(c3nnnn3Cc3ccccc3)N3CCCN(C4CCC4)CC3)cc2)CC1	8.000000000000001e-7
1072731	CC(=O)N(C)C1(c2ccccc2)CCN(C[C@@H]2C[C@@]2(C(=O)N(C)Cc2ccccc2)c2ccc(Cl)c(Cl)c2)CC1	8.000000000000001e-7
1332169	CCOc1ccc([C@@H](C)Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)cc1F	8.000000000000001e-7
5528	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	8.000000000000001e-7
1586964	CS(=O)(=O)O.O=C(O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1	8.000000000000001e-7
1762089	NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)C1CCCCC1	8.000000000000001e-7
1784305	CC(Nc1ccccc1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12	8.000000000000001e-7
1844009	COC(=O)c1ccc(NC(=O)c2cccc(-c3cc(C(=O)Nc4ccncc4F)ccc3CN)c2)cc1	8.000000000000001e-7
17224	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	8.000000000000001e-7
674584	CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O	8.000000000000001e-7
442943	Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O	8.000000000000001e-7
2077424	CC(C)(C)[C@@H](O)C(=O)N1CC(=O)C[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1	8.000000000000001e-7
2202550	CNCc1cccc(-c2cc(F)cc(CCc3cc(C)cc(N)n3)c2)c1	8.000000000000001e-7
2270643	O=C(O)CNC(=O)c1c(O)ccn2ccnc12	8.000000000000001e-7
2312077	CC(C)n1nc(C#Cc2cccc3cc(-c4cccc(C(F)(F)F)c4)ncc23)c2c(N)ncnc21	8.000000000000001e-7
346260	Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(CCS(C)(=O)=O)CC3)cc2)c2ccccc2n1	8.100000000000001e-7
509927	CCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O	8.23e-7
498023	CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCC[C@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2	8.3e-7
339308	CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OCOC1=O	8.300000000000001e-7
1161844	CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1	8.4e-7
2259246	NC(=O)[C@H](Cc1ccccc1)NC(=O)c1[nH]cnc1-c1ccccc1	8.4e-7
410527	Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCCc1nc(O)c(CCCCNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C	8.45e-7
425827	CC(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	8.5e-7
710458	Cc1cc(C#N)nc(C)c1C(=O)N1C[C@@H]2CN(CCC(c3ccccc3)C3CCN(S(C)(=O)=O)CC3)C[C@@H]2C1	8.5e-7
2277846	Cl.O=C(O)CNC(=O)c1c(O)ccn2ncnc12	8.6e-7
403127	CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O	8.7e-7
614847	COc1ccc(CCNc2ncc(C)n(CC(=O)NCCONC(=N)N)c2=O)cc1OC	8.7e-7
710148	Cc1ncnc(C)c1C(=O)N1C[C@@H]2CN(CCC(c3ccccc3)C3CCN(S(C)(=O)=O)CC3)C[C@@H]2C1	8.7e-7
10685	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	8.7e-7
30634	Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2n1	8.8e-7
346686	Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)C(C)(C)C)CC3)cc2)c2ccccc2n1	8.8e-7
497799	CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3CCC[C@@H]3N(Cc3ccc(F)cc3)C1=O)=N2	8.8e-7
1609329	CO[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C	8.8e-7
581814	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	8.900000000000001e-7
2089666	CCc1cc(-c2c[nH]c3ncc(-c4cn[nH]c4)cc23)nc(N)n1	8.900000000000001e-7
2139373	Cl.O=C(O)C[C@@H](c1ccc(Cl)c(F)c1)N(Cc1ccc(OCCN2C(=O)CCC2=O)c(F)c1)CC1CC1	8.900000000000001e-7
2317351	CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2	8.900000000000001e-7
408367	Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1	8.97e-7
157507	COc1ccc2ccc(S(=O)(=O)NC(Cc3cc4c(N)nccc4o3)C(=O)N3CCC(C)CC3)cc2c1	9e-7
30180	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	9e-7
408317	COc1cc2c(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)cnc(C)c2cc1OC	9e-7
397524	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1	9e-7
1621985	CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O	9e-7
1621983	CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O	9e-7
1924171	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1	9e-7
358596	Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCN(C(=O)OC(C)(C)C)CC2)c1	9.000000000000001e-7
396822	CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1	9.000000000000001e-7
403440	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN(CCO)CCO)cc2)CC3)cc1	9.000000000000001e-7
403410	COc1ccc(-n2nc(Cn3cnnn3)c3c2C(=O)N(c2ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc2)CC3)cc1	9.000000000000001e-7
397524	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1	9.000000000000001e-7
422658	Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Cc3ccc(-c4ccccc4CN4CCCC4)cc3)cc12	9.000000000000001e-7
425542	N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCONC(=N)N	9.000000000000001e-7
426967	CN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccn3n(Cc3ccc(F)cc3)c1=O)N2)S(C)(=O)=O	9.000000000000001e-7
488877	CSc1ccc(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1	9.000000000000001e-7
581925	CN1C[C@@H](OC(=O)N2CCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1	9.000000000000001e-7
689601	CS(=O)(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1	9.000000000000001e-7
671708	Cc1cc(C)c(CSC(=N)N)c(C)c1CSC(=N)N	9.000000000000001e-7
1365094	COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(N3CCN(C(C)C)CC3)CC2)c(C)c1	9.000000000000001e-7
1365088	CCN(CC)CCN1CCN(C(=O)COCCN(C)S(=O)(=O)c2c(C)cc(OC)cc2C)CC1	9.000000000000001e-7
1589277	Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1	9.000000000000001e-7
1763163	O=C(CC1CNC(=O)c2cc(-c3ccnc(Cl)n3)cn21)NCC1CCCCC1	9.000000000000001e-7
1763231	NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3ccnc(F)c3)cn21)c1ccccc1	9.000000000000001e-7
1784141	CC(Nc1cccc(Cl)c1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12	9.000000000000001e-7
1783352	Cc1cc(C(C)Nc2cccc(C(=O)O)c2)c2nc(N3CCOCC3)cc(=O)n2c1	9.000000000000001e-7
1369	O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O	9.000000000000001e-7
336913	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1	9.000000000000001e-7
1369	O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O	9.000000000000001e-7
7501	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1	9.000000000000001e-7
453046	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	9.000000000000001e-7
581814	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	9.000000000000001e-7
14440	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	9.000000000000001e-7
68607	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	9.000000000000001e-7
418845	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O	9.000000000000001e-7
142808	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	9.000000000000001e-7
71516	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	9.000000000000001e-7
581814	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	9.000000000000001e-7
14440	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	9.000000000000001e-7
2174163	C[C@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1	9.000000000000001e-7
2207468	CC1(C)NC(=O)c2c(Cl)cc(Nc3cc(N)ncn3)c(=O)n21	9.000000000000001e-7
1626751	Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1	9.000000000000001e-7
2294476	COCc1ccc(-c2ccc3nnc(C(N)=O)c(N[C@@H](C)c4nn(C)cc4C)c3c2)cn1	9.000000000000001e-7
614785	Cc1cnc(NCCc2ccc(F)c(F)c2)c(=O)n1CC(=O)NCCONC(=N)N	9.200000000000001e-7
1609338	COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC)C(=O)[C@]12C)C4(C)C	9.200000000000001e-7
520763	CCCCCCCC(=O)NCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O	9.22e-7
520762	CCCCC(=O)NCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O	9.289999999999999e-7
146604	C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O	9.300000000000001e-7
2103730	CCCN(Cc1ccc(OCCN2C(=O)CCC2=O)c(C)c1)[C@@H](CC(=O)O)c1ccc(Cl)cc1	9.300000000000001e-7
1818343	COc1ccc(-c2c(C(=O)NC3CCN(Cc4ccccc4)CC3)noc2-c2cc(Cl)c(O)cc2O)cc1	9.36e-7
425783	CC(C)(C)CCn1nc(C2CC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	9.499999999999999e-7
498454	CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCC3N(Cc3ccc(F)cc3)C1=O)N2	9.499999999999999e-7
1527799	COc1cc2c(cc1OC)CN(Cc1csc(-c3ccc4cc(F)ccc4c3)n1)CC2	9.5e-7
1161838	Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)C(C)(C)N)C3)cc1	9.6e-7
1515463	COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCC2)n1	9.6e-7
2095879	Cn1cc(-c2ccc(-c3cnc(N)c4ccc(C(=O)N5CCNCC5)nc34)cc2)cn1	9.6e-7
1818774	COc1ccc(CN2CCC(NC(=O)c3noc(-c4cc(Cl)c(O)cc4O)c3-c3ccc(OC)cc3)CC2)cc1	9.62e-7
1705309	CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC.Cl.Cl	9.7e-7
8062	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C	9.7e-7
2174373	COc1cc(CN(C[C@H]2CC[C@H](C(=O)O)CC2)C(C)c2ccc3c(c2)CCO3)ccc1OCCN1C(=O)CCC1=O	9.800000000000001e-7
