molregno	canonical_smiles	Papp_in_cm_sec
1437959	CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4ncns4)n3)cc2)CC1	1.8e-5
1514189	O=C(NCc1ccc(C(F)(F)F)o1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1	1.8e-5
1520361	CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncn(C)n4)cc23)CC1	1.8e-5
1559855	COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1	1.8e-5
1559849	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1	1.8e-5
1725199	C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccncc2C#N)cn1	1.8e-5
1735580	CN(c1ccc(Cl)cc1)S(=O)(=O)c1cc(C(=O)Nc2ccc(C#N)cc2F)ccn1	1.8e-5
1760896	Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ncc(F)cc43)CC2)cc1C#N	1.8e-5
1762768	Fc1ccc(Oc2ncnc3[nH]ccc23)cc1	1.8e-5
1819198	C[C@@H]1Cn2ncc(C3CCN(S(C)(=O)=O)CC3)c2CN1c1cc(Cl)nc2[nH]ccc12	1.8e-5
1781169	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C(C)(C)C#N)cc2)CC3)cc1	1.8e-5
1428626	Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1	1.8e-5
255904	CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	1.8e-5
2200679	O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1	1.8e-5
2235379	O=C(NC1CC1)c1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1	1.8e-5
2276372	O=C(NC[C@H]1[C@@H]2CN(C(=O)CCc3cc(Cl)cc(Cl)c3)C[C@H]12)c1ccc2[nH]c(=O)oc2c1	1.8e-5
2265922	Cl.O=C(O)CNC(=O)c1c(O)cc(C2CCCCC2)c2ncnn12	1.8e-5
2291531	O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1	1.8e-5
2319479	COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H](C)CC(=O)N(C)C)c34)CC2)CC1	1.8e-5
2226187	Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C	1.81e-5
710458	Cc1cc(C#N)nc(C)c1C(=O)N1C[C@@H]2CN(CCC(c3ccccc3)C3CCN(S(C)(=O)=O)CC3)C[C@@H]2C1	1.8100000000000003e-5
1968683	COc1ccc(Oc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1	1.8200000000000002e-5
1522385	CCOC(=O)[C@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)NC(=O)c1c(Cl)cccc1Cl	1.83e-5
1264855	O=C(O)COc1ccc(Cl)cc1C#Cc1cccc(Cl)c1	1.84e-5
1567994	C[C@](N)(Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	1.84e-5
2179412	COC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O	1.8469999999999998e-5
2054756	C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1	1.85e-5
1144459	CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)ccn1	1.85e-5
1143670	C[C@H](O)[C@H](NC(=O)c1cc2ccccc2cn1)C(=O)OCc1ccccc1	1.861e-5
1837399	N#Cc1ccc(-c2ccc(NC(=O)Cn3cnc([N+](=O)[O-])n3)cc2)cc1	1.87e-5
2237088	CNc1ccc2cc(C(=O)N(Cc3ccc(-c4ccc(N(C)C)cc4)cc3)c3cccc(/C=C/C(=O)OC)c3)ccc2c1	1.872e-5
440259	N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCC(=O)NCCCN(CC(N)=O)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	1.88e-5
1728656	CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)S(C)(=O)=O	1.88e-5
1733058	CN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21	1.88e-5
2274115	NC(=O)c1cc2ccc(OC(F)(F)F)cc2n1-c1cccc(CCC(=O)O)c1	1.88e-5
2270354	CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(=O)N[C@@H]3CCCc4ccccc43)cc2)cc1	1.88e-5
898718	Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1	1.89e-5
3859	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.89e-5
1166785	C/C=C(\C)C(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3cccc(N=[N+]=[N-])c3)[C@H]3[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](OC(=O)CCl)C[C@H]1OC[C@]13OC(C)=O	1.8999999999999998e-5
359428	Cc1nc2c(C(F)(F)F)nn(-c3ccc4onc(N)c4c3)c2c(=O)n1-c1ccc(-c2ccccc2CN(C)C)cc1.O=C(O)C(F)(F)F	1.9e-5
440352	N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCCCC(=O)NCCCN(CC(N)=O)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	1.9e-5
564185	CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)c1ccc(C#N)cn1	1.9e-5
1062583	CS(=O)(=O)Nc1cccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)c1	1.9e-5
1269221	CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)cnc3OCCOC)[nH]c(=O)c2nn1CC(C)C	1.9e-5
1438699	Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)n1	1.9e-5
1440826	CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1	1.9e-5
1440838	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C	1.9e-5
1559854	COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1	1.9e-5
1569851	CCOC(=O)c1cc(C#N)c(N2CCC(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)nc1C	1.9e-5
1844793	Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O	1.9e-5
2077426	CC(C)(C)[C@@H](O)C(=O)N1CSC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1	1.9e-5
2077457	O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1CC=NN1C(=O)[C@H](O)C1CCCCC1	1.9e-5
2083429	CN(C)C(=O)Oc1cccc(NC(=O)C2(N(C)C)CCN(c3ncnc4[nH]c5c(c34)CC(F)(F)CC5)CC2)c1	1.9e-5
2136980	N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CNCCCO3)cc2)cc1	1.9e-5
2166025	Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)ncn1	1.9e-5
2226036	CN(C)C(=O)c1cc(C2CCCN2c2ccccc2)c2oc(N3CCOCC3)cc(=O)c2c1	1.9e-5
2170033	CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1	1.9e-5
415890	O=C(CCC1=CCCN(CCc2ccc3ccccc3c2)C1=O)NO	1.91e-5
17347	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	1.92e-5
345739	Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21	1.93e-5
432200	COc1ccc2cc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)ccc2c1	1.93e-5
1621979	CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O	1.93e-5
1963128	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O	1.93e-5
2276116	CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCC4(C=Cc5ccccc54)CC3)s2)cc1	1.93e-5
1705761	CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(/C=C/C(=O)NO)ccc21.Cl.Cl	1.9399999999999997e-5
504645	O=c1c2ccccc2oc2c(O)c(O)ccc12	1.9399999999999997e-5
11066	Nc1cc(-c2ccncc2)c[nH]c1=O	1.9399999999999997e-5
2261942	Nc1cccnc1N1CCC(C(=O)Nc2ccc(-n3nccn3)c(Cl)c2)CC1	1.9399999999999997e-5
2030314	Cc1cc(CN(C[C@H]2CC[C@H](C(=O)O)CC2)[C@@H](C)c2ccc(Cl)cc2)ccc1OCCN1C(=O)CCC1=O	1.952e-5
2222384	COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br.CS(=O)(=O)O.O	1.9600000000000002e-5
1728654	CC(=O)N(C)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1	1.9699999999999998e-5
2325418	CSC[C@H](NC(C)=O)C(=O)NC1CCCCC1	1.973e-5
1443956	O=C(CCCN1CC[Si](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.98e-5
1778421	CC(C)CCNC(=O)c1cccnc1NCCC(C)C	1.98e-5
2055884	COc1ccc(NC(=O)C(=O)c2cn(C(C)C)c3ccccc23)cn1	1.98e-5
348810	CC#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O	1.99e-5
1357826	O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3o2)[nH]1	1.99e-5
1735511	CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1	1.99e-5
1746667	Cc1ccc(C(=O)Nc2ccc(OC(CCN(C)C)c3ccccc3)cc2)cc1Cl	1.99e-5
179619	COc1ccc(/C=C/C(=O)O)cc1OC	1.99e-5
425661	NC[C@@H]1C[C@@]1(C(=O)N1C=COc2ccccc21)c1ccsc1	2e-5
582924	CC(C)(C)c1noc([C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)n1	2e-5
620839	Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3ccc(F)cc3F)c2n(C)c1=O	2e-5
648719	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1	2e-5
1437941	COCCNS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1	2e-5
495617	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C	2e-5
1515471	C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC2CCC2)c2ccccc12	2e-5
1514211	O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cccc(F)c3C(F)(F)F)CC2)nn1	2e-5
1514173	CCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1	2e-5
1531159	CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12	2e-5
1558148	CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O	2e-5
1559846	COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1	2e-5
2083131	CN(C)C(=O)Oc1cccc(NC(=O)C2(N(C)C)CCN(c3ncnc4[nH]c5c(c34)CCCC5)CC2)c1	2e-5
2145816	Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1	2e-5
2209542	CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1	2e-5
2207092	COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1	2e-5
2271061	CCCCCc1cc(O)c(C(=O)NCC(=O)O)c2ncnn12.Cl	2e-5
1420590	O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCOCC4)c(F)c3)C2)o1	2.007e-5
1175204	CS(=O)(=O)Nc1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cn1	2.01e-5
2205094	O=C(O)c1ccc(CNC(=O)c2cc(Cl)cnc2Oc2ccc(F)cc2)cc1	2.01e-5
2212885	CCC(NC(=O)c1cc(F)cnc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1	2.01e-5
2239762	C[C@H](NC(=O)c1cc(Cl)cnc1Oc1cccc(F)c1)c1ccc(C(=O)O)cc1	2.01e-5
376071	O=C1c2cnccc2C(=O)c2nc3cc(CCO)ccc3nc21	2.02e-5
630730	O=C(NC1(C(=O)N[C@@H](CCCN2CCN(CC3CCOCC3)CC2)Cc2ccccc2)CCCC1)c1cc2ccccc2o1	2.02e-5
163049	C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C	2.02e-5
562154	Cn1c(N2CCN(CCCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O	2.03e-5
1370	CC(C)NCC(O)COc1cccc2ccccc12	2.0300000000000002e-5
1172607	COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1	2.0300000000000002e-5
1439494	CC1Cc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc2N1S(C)(=O)=O	2.0399999999999998e-5
1567996	C[C@@](Cc1ccccc1)(NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O	2.0399999999999998e-5
30078	CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H]2CSSC[C@H](NC(=O)CN)C(=O)N[C@@H](CSSC[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCC(=O)O)NC1=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N2	2.05e-5
1430443	CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1	2.05e-5
1511184	COc1cc(Nc2cc(-c3cccc(CC#N)c3)ccn2)ccc1N1CCN(C)CC1	2.05e-5
517016	C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN	2.06e-5
2095895	Cn1cc(-c2ccc(-c3cnc(N)c4ccc(N5CCOC5=O)cc34)cc2)cn1	2.0600000000000003e-5
2275859	CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccc(F)cc4)CC3)s2)cc1	2.0600000000000003e-5
1621999	CC1Cc2c(Br)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O	2.07e-5
2231938	Cc1cc(CCNCc2ccc3c(C)cc(N)nc3c2)ccc1C#N	2.08e-5
348996	C#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O	2.09e-5
1621999	CC1Cc2c(Br)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(N)=O	2.09e-5
2244977	Cc1ncc(C(=O)Nc2ccc(-c3cccc(S(=O)(=O)C4CC4)c3)cn2)cn1	2.0949999999999998e-5
440126	N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCCC(=O)NCCN(CC(N)=O)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	2.1e-5
583019	N[C@@H](CC(=O)N1CCC[C@H]1c1nc(C2CC2)no1)Cc1cc(F)c(F)cc1F	2.1e-5
648713	CN1CCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3nc(-c4ccccc4)nc4ccccc34)C[C@H]2C1=O	2.1e-5
1179170	CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O	2.1e-5
1424786	CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(C)C)cc21	2.1e-5
1438701	COc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1	2.1e-5
1440840	COc1c(C)cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C	2.1e-5
1440836	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1	2.1e-5
1515467	O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12	2.1e-5
1514197	Cc1cc(C(=O)N2CCN(c3ccc(C(=O)NCCC4CC4)nn3)CC2)c(C(F)(F)F)o1	2.1e-5
1519885	CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1	2.1e-5
1559844	CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1	2.1e-5
1574133	C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(OC(F)(F)C(F)F)cc3)CC2)NC(=O)NC1=O	2.1e-5
1727716	CNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C	2.1e-5
2073001	COc1ccc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCc4ccccc4)c2)n(C)c(=O)n3C)cc1OC	2.1e-5
2189973	CCn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	2.1e-5
2154708	Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cn(C)c(=O)c(N2CCOCC2)n1	2.1e-5
2267434	Cl.O=C(O)CNC(=O)c1c(O)cc(C2CCCCC2)n2ncnc12	2.1e-5
394165	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	2.11e-5
1084794	NC(=O)C1CCN(c2nnc(-c3ccc4c(c3)OCCCO4)s2)CC1	2.12e-5
1963127	CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C1=O	2.12e-5
2075588	CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCC4)ccc1c23	2.12e-5
2073485	CN(CCc1cnn(-c2nccc3c(=O)[nH]cnc23)c1)Cc1ccc(Cl)c(Cl)c1	2.1210000000000002e-5
2073571	O=c1[nH]cnc2c(-n3cc(CCN4CCC(c5cc(F)cc(F)c5)CC4)cn3)nccc12	2.1210000000000002e-5
1370	CC(C)NCC(O)COc1cccc2ccccc12	2.1210000000000002e-5
613619	CCCN(CCC)c1cc(C(=O)Nc2ccc(O)cc2)ncn1	2.14e-5
712918	Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1	2.14e-5
6902	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	2.15e-5
6902	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	2.15e-5
2334018	CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2cccc(O)c2n1	2.15e-5
1517968	O=C(OCc1ccccc1)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	2.154e-5
1517966	CCCCOC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	2.156e-5
343218	CCC1=C(c2cccnc2)CCc2ccccc21	2.16e-5
432166	COc1cc2c(cc1OC)CN(Cc1ccc3ccccc3c1)CC2	2.16e-5
432313	COc1cc2c(cc1OC)CN(Cc1ccccc1-c1ccccc1)CC2	2.16e-5
1514500	Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(C)(=O)=O)cc1	2.16e-5
927104	CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccc(OC)cc3)cc21	2.16e-5
2281269	O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1	2.16e-5
1274061	O=C1CC(=O)CC([C@@H]2C[C@H]2c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1	2.17e-5
2232925	CN(C)C(=O)c1cccc(S(=O)(=O)N2CCCC[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1	2.1740000000000002e-5
613620	Cc1cc(O)ccc1NC(=O)c1cc(NC2CCCCC2)ncn1	2.18e-5
1845190	CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O	2.18e-5
2095893	CC(=O)Nc1ccc2c(N)ncc(-c3ccc(-c4cnn(C)c4)cc3)c2c1	2.18e-5
8586	COc1ccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)cc1	2.1899999999999997e-5
707821	CN(C)c1nc2sc3c(NCCN4CCOCC4)ncnc3c2c2c1COC(C)(C)C2	2.1899999999999997e-5
1430437	O=C1CCCN1CCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1	2.1899999999999997e-5
1430436	c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1	2.1899999999999997e-5
1337993	CCN(CC)C(=O)COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C	2.194e-5
516293	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl	2.2e-5
512955	Oc1ccc(-c2ccc(-c3cccc(O)c3)s2)cc1	2.2e-5
1343016	COC(=O)N[C@H](C(=O)NN(CCC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(Br)cc1)C(C)(C)C	2.2e-5
1438693	NC1=N[C@](c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21	2.2e-5
1440846	COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1	2.2e-5
1440841	COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C	2.2e-5
1514488	O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccc(F)cc3C(F)(F)F)CC2)nn1	2.2e-5
1514180	O=C(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1	2.2e-5
590133	O=C(NC[C@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1	2.2e-5
1514172	CCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1	2.2e-5
1626184	CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(OC)c2NC1=O	2.2e-5
1834595	CCN1CC(C)(C)OC(=O)C1CC(=O)NCc1cccc(-c2ccccc2)c1	2.2e-5
2083428	CN(C)C(=O)Oc1cccc(NC(=O)C2(N(C)C)CCN(c3ncnc4[nH]c5c(c34)CCC5)CC2)c1	2.2e-5
2087150	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CC2CN(C(=O)OCC)C2)cc1O	2.2e-5
2329650	CNC(=O)C[C@@H](C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCN(C(=O)OC)CC4)CC3)c12	2.2e-5
1517963	COC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	2.201e-5
1621995	NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21	2.22e-5
2280702	O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(OCc2ccccc2)c1	2.22e-5
2291531	O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1	2.22e-5
556813	CCC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(c3cc(=O)n(C)c(=O)n3C)CC1)c1ccccc1S2	2.23e-5
1268107	COc1cccc(CN2CCCn3c(c4c(=O)n(-c5ccccc5Cl)[nH]c4cc3=O)C2)c1.Cl	2.23e-5
1946269	CC(C)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1.O=C(O)/C=C\C(=O)O	2.24e-5
365219	C[C@]1(COc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1	2.26e-5
365219	C[C@]1(COc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1	2.26e-5
360873	O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1	2.27e-5
495505	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C(C)=O)CC4)cc2)CC3)cc1	2.27e-5
1522365	COCCCOC(=O)[C@H](Cc1ccc(-c2c(C(F)(F)F)cc(C)n(C)c2=O)cc1)NC(=O)c1c(Cl)cccc1Cl	2.28e-5
2209902	Nc1ncnc2c1c(Oc1cccc(Cl)c1)nn2CC1CCNCC1(F)F	2.2800000000000002e-5
2212317	Cc1c(-c2ccc(N3CCCC(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O	2.2859999999999998e-5
415651	O=C(COc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)Nc1cc(C(=O)NCCCn2ccnc2)ccn1	2.2899999999999998e-5
1671728	Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1	2.298e-5
